Author,Year,Title,Alloy(at. fraction),Preparation,anneal_temperature,anneal_time,Al,Nb,Ti,V,Zr,Cr,Mo,Hf,Ta,W,x(Al),x(Nb),x(Ti),x(V),x(Zr),x(Cr),x(Mo),x(Hf),x(Ta),x(W),Phase,Phase_content,Density_error,test_temperature,strain_rate,C(0)/T(1),Density,YS,YS_error,UTS,UTS_error,EL,EL_error,SYS,HV,HV_error
Y.D. Wu,2015,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,TiZrNbVMo1.5,AM,0,0,0,1,1,1,1,0,1.5,0,0,0,0,18.18,18.18,18.18,18.18,0,27.27,0,0,0,1,bcc_A2,0,25,0.0002,0,7.38,1603,0,0,0,20,0,217.0907714,0,0
Y.D. Wu,2015,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,TiZrNbVMo1.3,AM,0,0,0,1,1,1,1,0,1.3,0,0,0,0,18.87,18.87,18.87,18.87,0,24.53,0,0,0,1,bcc_A2,0,25,0.0002,0,7.29,1496,0,0,0,30,0,205.286685,0,0
Y.D. Wu,2015,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,TiZrNbVMo1.0,AM,0,0,0,1,1,1,1,0,1,0,0,0,0,20,20,20,20,0,20,0,0,0,1,bcc_A2,0,25,0.0002,0,7.13,1779,0,0,0,32,0,249.5202288,0,0
Y.D. Wu,2015,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,TiZrNbVMo0.7,AM,0,0,0,1,1,1,1,0,0.7,0,0,0,0,21.28,21.28,21.28,21.28,0,14.89,0,0,0,1,bcc_A2,0,25,0.0002,0,6.95,1706,0,0,0,32,0,245.3104488,0,0
Y.D. Wu,2015,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,TiZrNbVMo0.5,AM,0,0,0,1,1,1,1,0,0.5,0,0,0,0,22.22,22.22,22.22,22.22,0,11.11,0,0,0,1,bcc_A2,0,25,0.0002,0,6.83,1473,0,0,0,32,0,215.7803344,0,0
Y.D. Wu,2015,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,TiZrNbV0.3Mo0.3,AM,0,0,0,1,1,0.3,1,0,0.3,0,0,0,0,27.78,27.78,8.33,27.78,0,8.33,0,0,0,1,bcc_A2,0,25,0.0002,0,6.77,1312,0,0,0,50,0,193.7730587,0,0
Y.D. Wu,2015,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,TiZrNbVMo0.3,AM,0,0,0,1,1,1,1,0,0.3,0,0,0,0,23.26,23.26,23.26,23.26,0,6.98,0,0,0,1,bcc_A2,0,25,0.0002,0,6.69,1289,0,0,0,42,0,192.7314785,0,0
Y.D. Wu,2015,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,TiZrNbV0.3Mo0.1,AM,0,0,0,1,1,0.3,1,0,0.1,0,0,0,0,29.41,29.41,8.82,29.41,0,2.94,0,0,0,1,bcc_A2,0,25,0.0002,0,6.6,932,0,0,0,45,0,141.1601984,0,0
Y.D. Wu,2015,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,TiZrNbV0.3,AM,0,0,0,1,1,0.3,1,0,0,0,0,0,0,30.3,30.3,9.09,30.3,0,0,0,0,0,1,bcc_A2,0,25,0.0002,0,6.51,866,0,0,0,45,0,132.9846539,0,0
Y.D. Wu,2015,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,TiZrNbV,AM,0,0,0,1,1,1,1,0,0,0,0,0,0,25,25,25,25,0,0,0,0,0,1,bcc_A2,0,25,0.0002,0,6.46,1104,0,0,0,50,0,170.9383145,0,0
Chunjin Zhu,2024,"Phase evolution, mechanical properties, and corrosion resistance of Ti2NbVAl0.3Zrx?lightweight refractory high-entropy alloys",Ti2NbVAl0.3Zr0.75,AM,0,0,0.3,1,2,1,0.75,0,0,0,0,0,5.94,19.8,39.6,19.8,14.85,0,0,0,0,0,3,bcc_A2+bcc_B2,0,25,0.001,1,5.86,1022,41,1063,9,9.4,0.5,174.3491454,358.9,0
Chunjin Zhu,2024,"Phase evolution, mechanical properties, and corrosion resistance of Ti2NbVAl0.3Zrx?lightweight refractory high-entropy alloys",Ti2NbVAl0.3Zr0.5,AM,0,0,0.3,1,2,1,0.5,0,0,0,0,0,6.25,20.83,41.67,20.83,10.42,0,0,0,0,0,3,bcc_A2+bcc_B2,0,25,0.001,1,5.82,1001,38,1012,11,9.5,0.8,172.0907221,344.1,0
Chunjin Zhu,2024,"Phase evolution, mechanical properties, and corrosion resistance of Ti2NbVAl0.3Zrx?lightweight refractory high-entropy alloys",Ti2NbVAl0.3Zr0.25,AM,0,0,0.3,1,2,1,0.25,0,0,0,0,0,6.59,21.98,43.96,21.98,5.49,0,0,0,0,0,3,bcc_A2+bcc_B2,0,25,0.001,1,5.76,845,23,847,14,12.6,0.7,146.5776316,333.3,0
K. Gao,2022,Phase stability and compressive properties of low-density (Zr50Ti35Nb15)100-xAlx high entropy alloys,(Zr50Ti35Nb15)80Al20,AM,0,0,20,12,28,0,40,0,0,0,0,0,20,12,28,0,40,0,0,0,0,0,4,bcc_B2,0,25,0.0001,0,5.64,1340,0,0,0,27,0,237.59,0,0
K. Gao,2022,Phase stability and compressive properties of low-density (Zr50Ti35Nb15)100-xAlx high entropy alloys,(Zr50Ti35Nb15)70Al30,AM,0,0,30,10.5,24.5,0,35,0,0,0,0,0,30,10.5,24.5,0,35,0,0,0,0,0,4,bcc_B2,0,25,0.0001,0,5.31,1750,0,0,0,12,0,329.57,0,0
N.D. Stepanov,2017,Precipitation-strengthened refractory Al0.5CrNbTi2V0.5 high entropy alloy,Al0.25CrNbTi2V0.5,AM,0,0,0.25,1,2,0.5,0,1,0,0,0,0,5.26,21.05,42.11,10.53,0,21.05,0,0,0,0,1,bcc_A2,0,25,0.0001,0,5.76,1240,0,0,0,50,0,215.28,0,0
N.D. Stepanov,2017,Precipitation-strengthened refractory Al0.5CrNbTi2V0.5 high entropy alloy,Al0.25CrNbTi2V0.5,AM,1200,24,0.25,1,2,0.5,0,1,0,0,0,0,5.26,21.05,42.11,10.53,0,21.05,0,0,0,0,2,bcc_A2+Laves(C14),0,25,0.0001,0,5.76,1340,0,0,0,18.5,0,232.64,0,0
Yuchi Fang,2024,Preparation of a novel high-entropy alloy AlNbTiVZr with excellent strength and ductility: The effect of Zr composition on microstructure and properties,Al0.8Nb0.5Ti2V2Zr0.9,AM,0,0,0.8,0.5,2,2,0.9,0,0,0,0,0,12.9,8.06,32.26,32.26,14.52,0,0,0,0,0,2,bcc_A2+Laves,0.05,25,0.001,0,5.55,1714,0,0,0,12,0,308.8288288,564.6,0
Yuchi Fang,2024,Preparation of a novel high-entropy alloy AlNbTiVZr with excellent strength and ductility: The effect of Zr composition on microstructure and properties,Al0.8Nb0.5Ti2V2Zr0.6,AM,0,0,0.8,0.5,2,2,0.6,0,0,0,0,0,13.56,8.47,33.9,33.9,10.17,0,0,0,0,0,2,bcc_A2+Laves,0.11,25,0.001,0,5.4,1483,0,0,0,21,0,274.6296296,440.76,0
Yuchi Fang,2024,Preparation of a novel high-entropy alloy AlNbTiVZr with excellent strength and ductility: The effect of Zr composition on microstructure and properties,Al0.8Nb0.5Ti2V2Zr0.3,AM,0,0,0.8,0.5,2,2,0.3,0,0,0,0,0,14.29,8.93,35.71,35.71,5.36,0,0,0,0,0,2,bcc_A2+Laves,0.09,25,0.001,0,5.36,1216,0,0,0,50,0,226.8656716,391.38,0
Yuchi Fang,2024,Preparation of a novel high-entropy alloy AlNbTiVZr with excellent strength and ductility: The effect of Zr composition on microstructure and properties,Al0.8Nb0.5Ti2V2,AM,0,0,0.8,0.5,2,2,0,0,0,0,0,0,15.09,9.43,37.74,37.74,0,0,0,0,0,0,1,bcc_A2,0.15,25,0.001,0,5.28,971,0,0,0,50,0,183.9015152,325.46,0
Jinliang Xu,2020,Research on high specific strength as-cast AlxNbTiVZr high entropy alloys,Al0.3NbTiVZr,AM,0,0,0.3,1,1,1,1,0,0,0,0,0,6.98,23.26,23.26,23.26,23.26,0,0,0,0,0,2,bcc_A2+Laves(C14),0,25,0.001,0,6.2,1367,30,1667,30,10.14,2,220.48,0,0
Jinliang Xu,2020,Research on high specific strength as-cast AlxNbTiVZr high entropy alloys,Al0.4NbTiVZr,AM,0,0,0.4,1,1,1,1,0,0,0,0,0,9.09,22.73,22.73,22.73,22.73,0,0,0,0,0,2,bcc_A2+Laves(C14),0,25,0.001,0,6.14,1298,25,1590,35,9.29,2,211.4,0,0
Jinliang Xu,2020,Research on high specific strength as-cast AlxNbTiVZr high entropy alloys,Al0.5NbTiVZr,AM,0,0,0.5,1,1,1,1,0,0,0,0,0,11.11,22.22,22.22,22.22,22.22,0,0,0,0,0,2,bcc_A2+Laves(C14),0,25,0.001,0,6.07,1264,30,1535,30,6.15,2,208.24,0,0
Jinliang Xu,2020,Research on high specific strength as-cast AlxNbTiVZr high entropy alloys,Al0.1NbTiVZr,AM,0,0,0.1,1,1,1,1,0,0,0,0,0,2.44,24.39,24.39,24.39,24.39,0,0,0,0,0,1,bcc_A2,0,25,0.001,0,6.37,1177,25,1452,30,19.4,1.5,184.77,0,0
Jinliang Xu,2020,Research on high specific strength as-cast AlxNbTiVZr high entropy alloys,Al0.2NbTiVZr,AM,0,0,0.2,1,1,1,1,0,0,0,0,0,4.76,23.81,23.81,23.81,23.81,0,0,0,0,0,1,bcc_A2,0,25,0.001,0,6.29,1242,30,1585,30,11.94,1.5,197.46,0,0
Zibing An,2022,Simultaneously enhanced oxidation resistance and mechanical properties in a novel lightweight Ti2VZrNb0.5Al0.5 high-entropy alloy,Ti2VZrNb,AM,0,0,0,1,2,1,1,0,0,0,0,0,0,20,40,20,20,0,0,0,0,0,1,bcc_A2,0,25,0.001,0,5.89,769,0,0,0,50,0,130.56,0,0
Zibing An,2022,Simultaneously enhanced oxidation resistance and mechanical properties in a novel lightweight Ti2VZrNb0.5Al0.5 high-entropy alloy,Ti2VZrNb0.5Al0.5,AM,0,0,0.5,0.5,2,1,1,0,0,0,0,0,10,10,40,20,20,0,0,0,0,0,1,bcc_A2,0,25,0.001,0,5.44,1273,0,0,0,50,0,234.01,0,0
Z. Li,2022,Strength-ductility synergy of Al-bearing low-density refractory TiNbMo0.5AlX?medium entropy alloys via precipitation,TiNbMo0.5Al0.125,AM,0,0,0.125,1,1,0,0,0,0.5,0,0,0,4.76,38.1,38.1,0,0,0,19.05,0,0,0,1,bcc_A2,0,25,0.001,0,7.02,1002,0,0,0,25,0,142.7818532,0,0
Z. Li,2022,Strength-ductility synergy of Al-bearing low-density refractory TiNbMo0.5AlX?medium entropy alloys via precipitation,TiNbMo0.5Al0.15,AM,0,0,0.15,1,1,0,0,0,0.5,0,0,0,5.66,37.74,37.74,0,0,0,18.87,0,0,0,1,bcc_A2,0,25,0.001,0,6.98,996,0,0,0,36,0,142.7209765,0,0
Z. Li,2022,Strength-ductility synergy of Al-bearing low-density refractory TiNbMo0.5AlX?medium entropy alloys via precipitation,TiNbMo0.5Al0.175,AM,0,0,0.175,1,1,0,0,0,0.5,0,0,0,6.54,37.38,37.38,0,0,0,18.69,0,0,0,1,bcc_A2,0,25,0.001,0,6.94,958,0,0,0,31,0,138.0342798,0,0
Z. Li,2022,Strength-ductility synergy of Al-bearing low-density refractory TiNbMo0.5AlX?medium entropy alloys via precipitation,TiNbMo0.5Al0.2,AM,0,0,0.2,1,1,0,0,0,0.5,0,0,0,7.41,37.04,37.04,0,0,0,18.52,0,0,0,1,bcc_A2,0,25,0.001,0,6.9,1043,0,0,0,26,0,151.1016202,0,0
Z. Li,2022,Strength-ductility synergy of Al-bearing low-density refractory TiNbMo0.5AlX?medium entropy alloys via precipitation,TiNbMo0.5Al0.225,AM,0,0,0.225,1,1,0,0,0,0.5,0,0,0,8.26,36.7,36.7,0,0,0,18.35,0,0,0,1,bcc_A2,0,25,0.001,0,6.87,1022,0,0,0,31,0,148.8572705,0,0
Z. Li,2022,Strength-ductility synergy of Al-bearing low-density refractory TiNbMo0.5AlX?medium entropy alloys via precipitation,TiNbMo0.5Al0.25,AM,0,0,0.25,1,1,0,0,0,0.5,0,0,0,9.09,36.36,36.36,0,0,0,18.18,0,0,0,1,bcc_A2,0,25,0.001,0,6.83,1051,0,0,0,29,0,153.8961493,0,0
N. Yurchenko,2020,Structure and mechanical properties of an in situ refractory Al20Cr10Nb15Ti20V25Zr10 high entropy alloy composite,Al20Cr10Nb15Ti20V25Zr10,AM,0,0,20,15,20,25,10,10,0,0,0,0,20,15,20,25,10,10,0,0,0,0,5,bcc_B2+Laves(C14),0.02,25,0.0001,0,5.55,1000,0,0,0,0,0,180.18,0,0
N. Yurchenko,2020,Structure and mechanical properties of an in situ refractory Al20Cr10Nb15Ti20V25Zr10 high entropy alloy composite,Al20Cr10Nb15Ti20V25Zr10,AM,1200,24,20,15,20,25,10,10,0,0,0,0,20,15,20,25,10,10,0,0,0,0,5,bcc_B2+Laves(C14)+Zr5Al3,0.02,25,0.0001,0,5.55,1535,0,0,0,0.6,0,276.58,0,0
N.Yu. Yurchenko,2017,Structure and mechanical properties of B2 ordered refractory AlNbTiVZrx (x = 0-1.20) high-entropy alloys,AlNbTiV,AM,1200,24,1,1,1,1,0,0,0,0,0,0,25,25,25,25,0,0,0,0,0,0,4,bcc_B2,0,25,0.0001,0,5.59,1000,0,1280,0,6,0,178.89,0,0
N.Yu. Yurchenko,2017,Structure and mechanical properties of B2 ordered refractory AlNbTiVZrx (x = 0-1.5) high-entropy alloys,AlNbTiVZr1.5,AM,1200,24,1,1,1,1,1.5,0,0,0,0,0,18.18,18.18,18.18,18.18,27.27,0,0,0,0,0,5,bcc_B2+Zr5Al3+Laves,0,25,0.0001,0,5.87,1535,0,1550,0,0.4,0,261.5,0,0
N.Yu. Yurchenko,2017,Structure and mechanical properties of B2 ordered refractory AlNbTiVZrx (x = 0-1.6) high-entropy alloys,AlNbTiVZr,AM,1200,24,1,1,1,1,1,0,0,0,0,0,20,20,20,20,20,0,0,0,0,0,5,bcc_B2+Zr5Al3+Laves,0,25,0.0001,0,5.79,1500,0,1675,0,3,0,259.07,0,0
N.Yu. Yurchenko,2017,Structure and mechanical properties of B2 ordered refractory AlNbTiVZrx (x = 0-1.7) high-entropy alloys,AlNbTiVZr0.5,AM,1200,24,1,1,1,1,0.5,0,0,0,0,0,22.22,22.22,22.22,22.22,11.11,0,0,0,0,0,5,bcc_B2+Zr5Al3+Laves,0,25,0.0001,0,5.64,1485,0,1740,0,50,0,263.3,0,0
N.Yu. Yurchenko,2017,Structure and mechanical properties of B2 ordered refractory AlNbTiVZrx (x = 0-1.8) high-entropy alloys,AlNbTiVZr0.25,AM,1200,24,1,1,1,1,0.25,0,0,0,0,0,23.53,23.53,23.53,23.53,5.88,0,0,0,0,0,5,bcc_B2+Zr5Al3,0,25,0.0001,0,5.57,1360,0,1480,0,9.3,0,244.17,0,0
N.Yu. Yurchenko,2017,Structure and mechanical properties of B2 ordered refractory AlNbTiVZrx (x = 0-1.9) high-entropy alloys,AlNbTiVZr0.1,AM,1200,24,1,1,1,1,0.1,0,0,0,0,0,24.39,24.39,24.39,24.39,2.44,0,0,0,0,0,5,bcc_B2+Zr5Al3,0,25,0.0001,0,5.53,1290,0,1395,0,3.7,0,233.27,0,0
N Yurchenko,2021,Structure and mechanical properties of near-eutectic refractory Al-Cr-Nb-Ti-Zr high entropy alloys,Al20Cr20Nb25Ti25Zr10,AM,0,0,20,25,25,0,11,20,0,0,0,0,19.8,24.75,24.75,0,10.89,19.8,0,0,0,0,5,bcc_B2+Laves(C14),0.03,25,0.0001,0,5.89,1830,0,0,0,0.7,0,310.7,0,0
N Yurchenko,2021,Structure and mechanical properties of near-eutectic refractory Al-Cr-Nb-Ti-Zr high entropy alloys,Al28Cr15Nb15Ti20Zr22,AM,0,0,28,15,20,0,22,15,0,0,0,0,28,15,20,0,22,15,0,0,0,0,5,bcc_B2+Laves(C14),0.03,25,0.0001,0,5.5,795,0,0,0,0.7,0,144.55,0,0
N Yurchenko,2021,Structure and mechanical properties of near-eutectic refractory Al-Cr-Nb-Ti-Zr high entropy alloys,Al24Cr11Nb11Ti37Zr17,AM,0,0,24,11,37,0,17,11,0,0,0,0,24,11,37,0,17,11,0,0,0,0,5,bcc_B2+Laves(C14),0.02,25,0.0001,0,5.2,1570,0,0,0,0.6,0,301.92,0,0
N.D. Stepanov,2015,"Structure and mechanical properties of the AlCrxNbTiV (x = 0, 0.5, 1, 1.5) high entropy alloys",AlCr1.5NbTiV,AM,1200,24,1,1,1,1,0,1.5,0,0,0,0,18.18,18.18,18.18,18.18,0,27.27,0,0,0,0,2,bcc_A2+Laves(C14),0.08,25,0.0001,0,5.9,1700,0,1700,0,0,0,288.14,0,0
N.D. Stepanov,2015,"Structure and mechanical properties of the AlCrxNbTiV (x = 0, 0.5, 1, 1.5) high entropy alloys",AlCrNbTiV,AM,1200,24,1,1,1,1,0,1,0,0,0,0,20,20,20,20,0,20,0,0,0,0,2,bcc_A2+Laves(C14),0.12,25,0.0001,0,5.82,1550,0,1570,0,0.4,0,266.32,0,0
N.D. Stepanov,2015,"Structure and mechanical properties of the AlCrxNbTiV (x = 0, 0.5, 1, 1.5) high entropy alloys",AlCr0.5NbTiV,AM,1200,24,1,1,1,1,0,0.5,0,0,0,0,22.22,22.22,22.22,22.22,0,11.11,0,0,0,0,1,bcc_A2,0.08,25,0.0001,0,5.71,1300,0,1430,0,0.8,0,227.67,0,0
N.D. Stepanov,2015,"Structure and mechanical properties of the AlCrxNbTiV (x = 0, 0.5, 1, 1.5) high entropy alloys",AlNbTiV,AM,1200,24,1,1,1,1,0,0,0,0,0,0,25,25,25,25,0,0,0,0,0,0,1,bcc_A2,0.07,25,0.0001,0,5.59,1000,0,1280,0,5.2,0,178.89,0,0
Dongxu Qiao,2021,The mechanical and oxidation properties of novel B2-ordered Ti2ZrHf0.5VNb0.5Alx refractory high-entropy alloys,Ti2ZrHf0.5VNb0.5Al0.75,AM,0,0,0.75,0.5,2,1,1,0,0,0.5,0,0,13.04,8.7,34.78,17.39,17.39,0,0,8.7,0,0,3,bcc_A2+bcc_B2,0,25,0.001,0,6.21,1323,0,2256,0,31.4,0,213.04,402.2,0
Dongxu Qiao,2021,The mechanical and oxidation properties of novel B2-ordered Ti2ZrHf0.5VNb0.5Alx refractory high-entropy alloys,Ti2ZrHf0.5VNb0.5Al,AM,0,0,1,0.5,2,1,1,0,0,0.5,0,0,16.67,8.33,33.33,16.67,16.67,0,0,8.33,0,0,3,bcc_A2+bcc_B2,0,25,0.001,0,6.07,1410,0,1863,0,15.1,0,232.29,460,0
Dongxu Qiao,2021,The mechanical and oxidation properties of novel B2-ordered Ti2ZrHf0.5VNb0.5Alx refractory high-entropy alloys,Ti2ZrHf0.5VNb0.5,AM,0,0,0,0.5,2,1,1,0,0,0.5,0,0,0,10,40,20,20,0,0,10,0,0,1,bcc_A2,0,25,0.001,0,6.68,915,0,0,0,50,0,136.98,309.8,0
Dongxu Qiao,2021,The mechanical and oxidation properties of novel B2-ordered Ti2ZrHf0.5VNb0.5Alx refractory high-entropy alloys,Ti2ZrHf0.5VNb0.5Al0.25,AM,0,0,0.25,0.5,2,1,1,0,0,0.5,0,0,4.76,9.52,38.1,19.05,19.05,0,0,9.52,0,0,1,bcc_A2,0,25,0.001,0,6.51,1040,0,0,0,50,0,159.75,337.4,0
Dongxu Qiao,2021,The mechanical and oxidation properties of novel B2-ordered Ti2ZrHf0.5VNb0.5Alx refractory high-entropy alloys,Ti2ZrHf0.5VNb0.5Al0.5,AM,0,0,0.5,0.5,2,1,1,0,0,0.5,0,0,9.09,9.09,36.36,18.18,18.18,0,0,9.09,0,0,1,bcc_A2,0,25,0.001,0,6.35,1159,0,0,0,50,0,182.52,375.7,0
Dingcong Cui,2024,Uniting superior mechanical properties with oxidation resistance in a refractory high-entropy alloy via Cr and Al alloying,Ti41V27Hf16Nb16,AM,0,0,0,16,41,27,0,0,0,16,0,0,0,16,41,27,0,0,0,16,0,0,1,bcc_A2,0,25,0.001,1,7.32,953,23,1000,0,25.2,0.2,130.1060998,0,0
Dingcong Cui,2024,Uniting superior mechanical properties with oxidation resistance in a refractory high-entropy alloy via Cr and Al alloying,Ti41V27Hf11.5Nb11.5Cr3Al6,AM,0,0,6,11.5,41,27,0,0,0,11.5,0,0,6.19,11.86,42.27,27.84,0,0,0,11.86,0,0,1,bcc_A2,0,25,0.001,1,6.63,1178,11,1200,0,19.5,1.4,177.8090721,0,0
